id,sjname,jingdu,weidu,phone,address,fax,cityid,orderby
1918,商丘市乾元新景汽车销售有限公司,115.709245,34.403841,0370-3070866,北海路与星林路交叉口,,HEIN061,999
1786,新乡市新迪汽车销售服务有限公司,113.901478785,35.264611048,0373―5073666,河南省新乡市卫滨区南环路与振中路交叉口东南角,0373―3839110,HEIN031,999
1895,辉县市天成圆汽车贸易有限公司,113.830146,35.448185,0373-5275111,辉县市孟庄镇段屯卫柿路南,,HEIN031,999
1131,信阳锐达汽车销售服务有限公司,114.083104511,32.169767383,0376-3809638,信阳工业城迎宾大道航天车辆厂东隔壁,0376-3809876,HEIN098,999
1768,信阳昱达新能源汽车销售有限公司,114.139286,32.131502,0376-3807777,河南省信阳市平桥区银钱村312国道南侧,0376-3807666,HEIN098,999
1111,许昌市恒力汽车销售服务有限公司,113.849382117,34.077374688,0374-2526666,许昌市梨园转盘向东500米路南（京港澳高速南口）,0374-2525809,HEIN069,999
1620,禹州市淇虹汽车销售服务有限公司,113.476973,34.142232,0374-2766777,禹州市夏都办事处阳翟大道中段路南,0374-8256188,HEIN069,999
1759,许昌维利特汽车销售服务有限公司,113.810738,34.009314,0374-2299966,许昌市许由路与工农路交叉口向西150米路南,0374-2299959,HEIN069,999
1631,河南天泽新能源汽车有限公司,113.678922,34.634812,0371-56566868,新郑市龙湖镇107国道西侧小刘桥北,0371-56565976,HEIN001,999
1636,河南宇鼎缘汽车销售服务有限公司,113.530437,34.720722,0371-67607111,郑州市二七区工业路北、规划路东8号,0371-67607880,HEIN001,999
1652,河南省荣光汽车贸易有限公司,113.682255,34.848886,0371-65338888/63291888,郑州市花园路与龙门路交叉口向西120米北（瑞丰编织袋厂院内）,0371-63291111,HEIN001,999
1747,河南新利天汽车销售有限公司,113.600238,34.791491,0371-55501122,河南省郑州市中原区化工路与西环路交叉口向北1000米路西,0371-86073272,HEIN001,999
1981,河南迪汇新能源汽车销售服务有限公司,113.796968,34.744159,0371-53391668,河南自贸试验区郑州片区（郑东）商都路南博学路西风神汽车园南门向北50米路东首家,,HEIN001,999
1140,周口弘祥汽车销售服务有限公司,114.692980048,33.655004323,0394-8565888,周口市川江区北环路东段,0394-8565688,HEIN107,999
1128,驻马店市东方汽车贸易服务有限公司,114.063577825,33.017351323,0396-2186888,驻马店市开源大道东段（市车管所东侧）,0396-3808956,HEIN117,999
1155,黑龙江宏达旭龙汽车销售服务有限公司,126.757906692,45.781160004,0451-84337777,黑龙江省哈尔滨市道外区先峰路7号,0451-82826078,HLJ001,999
1157,哈尔滨市宏达嘉龙汽车销售维修服务有限公司,126.755599770,45.780636782,0451-87830666,哈尔滨市道外区先锋路9号,0451-82412060,HLJ001,999
1707,哈尔滨天盛达汽车销售有限公司,126.584997,45.730214,0451-84303500,哈尔滨市道里区城乡路130号,0451-84347422,HLJ001,999
1742,佳木斯华驰汽车销售服务有限公司,130.362908027,46.795242364,0454-8289888,佳木斯市向阳区胜利路388号,0454-8289817,HLJ042,999
1153,牡丹江市震飞汽车交易市场有限公司,129.601630060,44.563527836,0453-6437000,牡丹江市光华街64号,0453-6444700,HLJ061,999
1161,齐齐哈尔龙港汽车销售有限公司,124.073884,47.349075,0452-8888308,齐齐哈尔市铁锋区联通大道305号,0452-2743999,HLJ014,999
1583,齐齐哈尔粤华远通汽车销售有限公司,123.939189,47.312485,0452-6033681/6033683,齐齐哈尔市高新技术开发区鹤城路1号,0452-6033692,HLJ014,999
1158,绥化昌隆汽车销售服务有限公司,126.981980116,46.585337321,0455-8299999,绥化市经济开发区中小企业园区,0455-8201666,HLJ068,999
1185,湖北天门立天汽车商贸有限公司,113.190321,30.607556,0728-5341111,天门市小板镇金科村,0728-5343333,HUB066,999
1183,恩施自治州施南汽车销售服务有限公司,109.487184,30.333871,0718-8410699,恩施市施州大道372号,0718-8418850,HUB070,999
1175,黄冈驰恒汽车销售服务有限公司,114.962021204,30.446560402,0713-8349800,黄冈市黄州区南湖农场柞舟山,0713-8349818,HUB027,999
1171,湖北正旺汽车销售服务有限公司,115.032211,30.141804,0714-6349999,湖北省黄石市经济技术开发区黄金山科技园大棋路比亚迪4S店,0714-6528386,HUB038,999
1575,荆门市常发汽车服务有限公司月亮湖分公司,112.248948,31.050657,0724-2222333/0724-2238456,荆门高新区掇刀区月亮湖路89号,0724-2444918,HUB016,999
1987,十堰市凌恒工贸有限公司,110.766269241,32.659496866,0719-8880078,湖北省十堰市长岭国际汽车城（十堰市郧县长岭新区汉江大道东侧、陡坡河口与鹰卧沟口之间）,0719-8525768,HUB002,999
1174,随州市润发汽车销售服务有限公司,113.384331132,31.736614641,0722-3315931,随州市曾都区经济开发区星光社区烟化路,0722-3314856,HUB063,999
1164,武汉市惠誉汽车销售服务有限公司,114.207145315,30.550183169,027-84662946/027-84667848,武汉市汉阳区龙阳大道136号,027-84874762,HUB001,999
1165,武汉国瑞汽车销售服务有限公司,114.288465912,30.635939215,027-65660800,江岸区黄浦科技园特10号,027-65660783,HUB001,999
1172,武汉精华龙康汽车销售服务有限公司,114.415079822,30.624631584,027-86356996,武汉市洪山区友谊大道888号（现代花园旁）,027-86388155,HUB001,999
1736,武汉市东瑞汽车销售服务有限公司,114.263867,30.431168,027-86737177,武汉市洪山区青菱街红霞村（白沙洲大道9号）,027-86737177,HUB001,999
1899,武汉市盛世王朝汽车销售有限公司东西湖区分公司,114.178124,30.678668,027-59313188,武汉市东西湖区金银湖街环湖中路东，田园东路北A2栋1层2室,,HUB001,999
1900,咸宁市盛世开元汽车销售有限公司,114.32249,29.891186,0715-8906668,咸宁市桂乡大道8号鄂南新华印刷厂一层仓库,,HUB071,999
1780,湖北新星德胜汽车服务有限公司,112.218417,32.17528,0710-2398699,襄阳北高速口光彩国际汽车城,0710-2398695,HUB009,999
1871,襄阳市盛世开元汽车销售有限公司,112.258525,32.124066,0710-2399777,襄阳市高新技术产业开发区深圳工业园苏州大道1号,0710-2399776,HUB009,999
1708,孝感市恒迪汽车销售服务有限公司,113.982678,30.896052,0712-2512333,湖北省孝感市孝南区状路289号,0712-2512333,HUB020,999
1170,宜昌市华健汽车销售服务有限责任公司,111.333250382,30.674366052,0717-6356969,宜昌市东山大道360号,0717-6335010,HUB054,999
1182,宜昌安蓝汽车销售有限公司,111.367915,30.66485,0717-6356555,宜昌市城东大道火光村九组（距火车东站900米）,0717-6915007,HUB054,999
1960,宜昌市华晟汽车销售服务有限责任公司,111.436205,30.553146,0717-6567733,宜昌市V亭区先锋路,0717-6523529,HUB054,999
1605,长沙市金旋风汽车贸易有限公司,113.072225567,28.242355862,0731-82874588,长沙市经济技术开发区中南汽车世界4S店区H10栋,0731-82874628,HUN004,999
1199,湖南星一汽车销售服务有限公司,113.072296108,28.241584709,0731-84072068,长沙市中南汽车世界H09号东面,0731-84072078,HUN004,999
1214,湖南鑫源汽车销售有限公司,113.069927,28.238647,0731-84089888,长沙经济技术开发区中南汽车世界P14栋,0731-84931188,HUN004,999
1798,长沙市路骐汽车销售有限公司高新区分公司,112.86306,28.213451,0731-88595988,长沙市高新开发区嘉运路69号,,HUN004,999
1946,湖南新跃通汽车贸易有限公司,112.998876,28.094978,0731-84866888,长沙市天心区雀园东路比亚迪4S店,,HUN004,999
1852,常德金旋风鑫迪汽车销售服务有限公司,111.680678,29.075582,0736-7766688,湖南省常德市武陵区南坪街道办事处根潭村9组（常德湘西北汽贸城）,0736-7810502,HUN009,999
1189,郴州市得信经贸有限责任公司,113.021304673,25.818109894,0735-2173311,湖南省郴州市开发区107国道边1952公里处,0735-2173379,HUN047,999
1209,郴州悦迪汽车贸易有限公司,113.041131596,25.779593642,0735-2273099,湖南省郴州市五岭大道延伸段,0735-2273133,HUN047,999
1187,衡阳市中意汽车服务有限公司,112.581118261,26.879427116,0734-8588689,衡阳市蒸湘区西外环路原杨柳收费站旁,0734-8368529,HUN039,999
1812,怀化市路骐汽车销售有限公司,110.005575,27.5265,0745-7868555,湖南省怀化市鹤城区南环路国际汽车城内灿星国际大厦一楼,,HUN077,999
1207,娄底市宝顺汽贸有限公司,111.987446939,27.702500929,0738-8764888,湖南省娄底市娄星区娄湘公路北侧大方工业区1901号,0738-8766878,HUN089,999
1206,湘潭市九迪汽车销售服务有限公司,112.944361455,27.930830556,0731-52728888,湘潭市九华示范区湘望路7号,0731-52329329,HUN035,999
1947,永州香河旺达汽车销售有限公司,111.641934,26.298743,0746-8828666,永州市零陵区永州潇湘汽车城,,HUN057,999
1190,岳阳市广标汽车服务有限公司,113.180844500,29.376247137,0730-8639999,岳阳市巴陵东路八字门,0730-8838016,HUN022,999
1202,株洲市奇迹实业有限责任公司,113.165128991,27.870088210,0731-22596666,株洲市红旗中路518路,0731-22596699,HUN029,999
1221,白山市城东名车销售服务有限公司,126.438453071,41.963054482,0439-3355177,白山市北安大街288号,0439-3327798,JL036,999
1219,长春兴盛汽车销售有限公司,125.262715887,43.823824937,0431-81153188,吉林省长春市高新开发区硅谷大街3366号,0431-81153138,JL001,999
1223,吉林省恒亚汽车销售服务有限公司,125.401118,43.884173,0431-81318755,吉林省长春市高新开发区光谷大街1398号,0431-81318758,JL001,999
1224,吉林市平远汽车经销有限公司,126.568948,43.804891,0432-63344666,吉林市高新区吉丰东路22号,0432-63344556,JL005,999
1642,四平市博成汽车销售服务有限公司,124.45907,43.144893,0434-2272888,四平经济开发区大路4117号,0434-7777113,JL022,999
1776,松原市凯福顺通汽车销售服务有限公司,124.878801,45.097916,0438-3030666/0438-5088333,前郭县开发区成吉思汗大街,0438-2572345,JL015,999
1625,延吉嘉航汽车销售服务有限公司,129.579151442,42.904783946,0433-5087777,延吉市人民路国电龙华热电厂斜对面（人民路东段南侧）,0433-5017733,JL051,999
1245,常州长安铃木汽车销售有限公司,119.996770820,31.762913254,0519-88824938,常州市劳动中路1号,0519-88814379,JS056,999
1822,常州市盛世新景汽车销售有限公司,119.940235,31.863201,0519-80999399,常州市新北区薛家镇顺园路88-20号,0532-80998399,JS056,999
1897,淮安市盛世路骐汽车销售有限公司,119.060982,33.623321,0517-89900666,淮安市淮阴区黄河东路178号,0517-89900031,JS021,999
1243,连云港市苍梧汽车销售有限公司,119.198399740,34.633690345,0518-81189999,连云港市新浦区解放东路265号,0518-86071916,JS011,999
1756,江苏雨田都灵汽车销售服务有限公司,118.807318,31.992394,025-86916811,南京市秦淮区大明路178号,025-86916805,JS001,999
1694,江苏恒佳新能源汽车销售服务有限公司,118.878086,31.988381,025-86111918,南京市江宁区东山街道东山工业园丰泽路18号,025-86111928,JS001,999
1823,南京盛世新景汽车销售有限公司,119.023639,31.690622,,南京溧水经济开发区汽车4S园,,JS001,999
1585,锐豪南通汽车销售服务有限公司,120.824422,32.037018,0513-85600018,南通市城港路57号,0513-85600515,JS045,999
1230,张家港市全顺汽车销售服务有限公司,120.588511173,31.873637839,0512-58180998,张家港市东南大道经济开发区汽车城,0512-58686862,JS068,999
1241,昆山市仁合新能源汽车销售有限公司,121.064258899,31.368936834,0512-50368000,昆山市开发区东城大道126号,0512-50368966,JS065,999
1247,张家港泰丰汽车销售服务有限公司,120.575819806,31.837309782,0512-58163000,张家港市经济开发区东区大道,0512-56951790,JS068,999
1253,吴江日升汽车销售服务有限公司,120.713325519,31.183615217,0512-82870111,江苏省吴江市震泽镇齐心村18组,0512-82870267,JS064,999
1257,苏州元生新能源汽车销售服务有限公司,120.562801,31.327915,0512-66366600,苏州市高新区御风路2号,0512-68717003,JS063,999
1963,苏州市乾元新景汽车销售有限公司,120.619747,31.418564,0512-66835551,苏州市相城区元和街道太阳路2988号,0512-66830087,JS063,999
1898,宿迁金亿汽车销售服务有限公司,,,0527-84501818,红海路南延段西厦门路北2#,0527-84501818,JS016,999
1872,泰州市三泰汽车贸易有限公司,119.942134842,32.502639998,0523-86668118,4S店地址：泰州市鹏举路西侧,0523-86652212,JS040,999
1249,泰州大亚汽车销售服务有限公司,119.959412706,32.510843893,0523-80982222,328国道泰东镇镇政府东侧,0523-80982277,JS040,999
1643,泰州市圣新能源汽车销售服务有限公司,120.003526,32.193113,0523-82555666,泰兴市江平北路42号,0523-82918002,JS042,999
1653,无锡市越迪汽车销售有限公司,120.302956,31.531589,0510-82210066,无锡市南长区扬名镇苏锡路329号南,0510-81080391,JS060,999
1681,徐州平迪汽车销售服务有限公司,117.231148,34.242708,0516-87792888,徐州市三环东路鞋城二期第十至十五跨,0516-83203213,JS004,999
1228,盐城市洪兆连汽车贸易有限公司,120.161834482,33.381856286,0515-88239111/0515-88291666,江苏省盐城市开放大道668号,0515-88236809,JS026,999
1597,扬州新大华汽车销售服务有限公司,119.395513,32.450014,0514-87658198,江苏省扬州市扬子江北路1099号,0514-87652329,JS035,999
1264,赣州众和汽车销售服务有限公司,114.893256,25.85162,0797-8308999,赣州经济技术开发迎宾大道南侧金潭路西侧,0797-8308899,JX029,999
1272,赣州聚缘汽车销售服务有限公司,114.922062374,25.840967409,0797-8380531,赣州国际汽车城叁号钢棚区第14号-17号,0797-8308801,JX029,999
1737,吉安广合缘汽车销售服务有限公司,114.932875,27.033998,0796-8401688,吉安县合丰汽车城,0796-8401688,JX082,999
1916,景德镇市盛世新景汽车销售有限公司,,,0798-2756868,江西省景德镇市通福实业有限公司园区原大众4S店，原烤漆车间,,JX086,999
1911,九江市盛世开元汽车销售有限公司,115.977635,29.681142,0792-2121688,江西省九江市庐山区前进西路328号,,JX006,999
1258,江西省鸿运汽车有限公司,115.930291135,28.698397514,0791-88512666,江西省南昌市青山湖区民安路138号,0791-8505353,JX001,999
1825,南昌市新融城商贸有限公司,115.915429,28.599532,0791-86801313,江西省南昌市迎宾中大道998号,0791-86801313,JX001,999
1266,上饶市为华汽车销售服务有限公司,117.907667997,28.462117412,0793-8666789,上饶市经济开发区三清山西大道58号,0793-8666656,JX047,999
1263,新余市金联货运工贸有限公司,114.952151520,27.845997705,0790-6660628,新余市仙女湖物流园,0790-6660826,JX023,999
1270,宜春年富汽车贸易有限公司,115.438305254,28.465913698,0795-5297777,江西省高安市新世纪工业城,0795-5297775,JX070,999
1280,鞍山安迪汽车销售服务有限公司,122.954184433,41.167192255,0412-8888811,辽宁省鞍山市达道湾镇工业园区C-16-1,0412-2284999,LL031,999
1287,鞍山众迪汽车销售服务有限公司,122.936049544,41.109043224,0412-5878555,千山区建设大道592号,0412-5878555转801,LL031,999
1777,辽宁英汇汽车贸易有限公司,123.782086,41.332789,024-42222666,辽宁省本溪市溪湖区溪湖路顺山峪中二道街20栋,024-45839566,LL025,999
1278,朝阳车世界汽车销售维修服务有限公司,120.439734590,41.604538617,0421-3991111,朝阳县柳城镇郭家村19C号（4S店地址）,0421-3812123,LL006,999
1275,大连龙威汽车贸易有限公司,121.596595671,39.012254265,0411-86540999,大连市甘井子区华北路441号,0411-86503777,LL039,999
1292,瓦房店市新世纪汽车修配有限公司,121.945054829,39.598399706,0411-85393456,辽宁省瓦房店市九龙街道办事处吴店村,0411-85397999,LL040,999
1833,大连市盛世开元汽车销售有限公司,121.84475,39.051355,0411-87563899,大连市保税区护港北一路15号,,LL039,999
1841,丹东市乾元新景汽车销售有限公司,124.346638,40.13488,0415-6182220,丹东市振兴区花园路91-2号,,LL035,999
1771,葫芦岛鑫恒源贸易有限公司,120.805878,40.732578,0429-2299900/2298811,葫芦岛龙港区高新六路2-1号,0429-2601777,LL055,999
1279,锦州盛龙汽车销售服务有限公司,121.148070906,41.089295960,0416-4104444/0416-4105555,锦州市太和区果树农场刘北村399号,0416-4102999,LL050,999
1296,辽阳兴旗汽车销售服务有限公司,123.14362,41.263605,0419-3860555,辽阳市太子河区胜利路,0419-2394933,LL028,999
1887,盘锦盛世开元汽车销售有限公司,122.053114,41.161371,0427-3799966,盘锦市兴隆台区工业街64号,,LL047,999
1273,辽宁兴旗汽车销售服务有限公司,123.393852728,41.808535196,024-25113838,沈阳市铁西区北二东路18(原东风标致店),024-25134360,LL001,999
1283,沈阳美驰虎汽车销售服务有限公司,123.303889314,41.787550793,024-25367666/024-25819022,沈阳市于洪区沈新路128号,024-25812922/024-25810433,LL001,999
1289,辽宁兴锐汽车销售服务有限公司,123.530623592,41.817977117,024-88420999,沈阳市东陵区东陵路14号,024-88458629,LL001,999
1294,铁岭市顺峰(集团)顺鑫汽车销售服务有限公司,123.838542645,42.274764236,024-74988800/024-74988808,辽宁省铁岭市经济开发区机动车交易市场园区长江东路11号,0410-2660127,LL015,999
1282,营口天福新迪汽车销售有限公司,122.281450699,40.665503978,0417-6688177/0417-6688188,辽宁省营口市站前区沈营路9号,0417-6688133,LL044,999
1299,包头市华迪汽车销售服务有限责任公司,109.960683701,40.655374515,0472-3139088/0472-3139098,包头市青山区乌素图110国道664公里处,0472-3139081,NMG007,999
1302,包头市福迪汽车贸易有限公司,109.877197547,40.650424300,0472-5175100/0472-5175600,包头市青山区友谊大街33号,0472-5170608,NMG007,999
1301,赤峰金基摩托车销售有限公司,118.929409833,42.335073526,0476-5970555,内蒙古赤峰市红山物流园区外贸区,0476-8773228,NMG012,999
1669,赤峰百恩商贸有限责任公司,118.938199,42.328362,0476-5951717,赤峰市桥北红山物流园区,0476-5951515,NMG012,999
1586,鄂尔多斯市东胜区福邦汽车商贸有限责任公司,110.127269715,39.789972231,0477-8120999,内蒙古鄂尔多斯市东胜区铜川汽车工业博览园,0477-8120954,NMG043,999
1306,内蒙古长青汽车贸易有限公司,111.625123671,40.831101770,0471-5280111,内蒙古呼和浩特市回民区海西路166号,0471-5280122,NMG001,999
1317,内蒙古恒泰翔汽车销售服务有限公司,111.626269957,40.831511912,0471-3691555,呼和浩特市回民区海拉尔西街219号京源港国际汽配城1号楼3号商铺,0471-6655880,NMG001,999
1303,通辽市九赢车辆销售有限责任公司,122.291591439,43.618604242,0475-2735099,内蒙古自治区通辽市经济技术开发区创业大道以东兴工大街以北交汇处,0475-6395995,NMG022,999
1311,乌海市嘉航汽车销售有限公司,106.847982,39.707698,0473-2081117,乌海市海渤湾区林荫大道与沃野路交汇处,0473-2085557,NMG011,999
1858,乌兰察布市盛世新景汽车销售有限公司,113.126848,40.93703,0474-2251991,察右前旗平地泉镇新208国道西平苏路北众信贸易院内14号店,0474-2251991,NMG060,999
1307,锡林郭勒盟博杰商贸有限公司,116.017468,43.941867,15047180299,锡林浩特市开发区二连路（火车站北1000米）,0479-8219999,NMG058,999
1314,兴安盟世源汽车贸易有限公司,121.994134,46.070022,0482-8225177,内蒙古兴安盟科右前旗科尔沁镇天骄路东归化路北,0482-8395167,NMG051,999
1799,固原盛世开元汽车销售有限公司,106.233733,36.03581,0954-3964888,宁夏固原经济开发区圆德慈善产业园,,LX010,999
1682,宁夏吴忠市宁北鑫迪汽车销售有限公司,106.227982,38.009637,0953-2917788/2918899,吴忠市国际汽车城（利华街以东、世纪大厦以北的24号地块）,0953-2229965,LX009,999
1318,宁夏银迪汽车销售有限公司,106.319866602,38.527812040,0951-6910198,宁夏银川市德胜园区,0951-6910199,LX001,999
1320,青海亚通汽车销售服务有限公司,101.874032232,36.571551234,0971-8868099,西宁市城东区经济技术开发区全和路7号,0971-8818099,QH008,999
1554,西宁金岛晟盈汽车销售有限公司,101.86699,36.574599,0971-8823238,西宁市城东区经济技术开发区昆仑东路6号,0971-8820873,QH008,999
1935,西宁市乾元新景汽车销售有限公司,101.670034,36.536649,暂无,西宁市城中区同安路156号,,QH008,999
1358,滨州市昌华汽车销售服务有限公司,118.008531202,37.449174556,0543-3355345,山东省滨州市渤海五路黄河十八路向北200米路东侧）,0543-3350880,SD093,999
1684,山东滨州昌远汽车销售有限公司,117.525009,37.494485,0543-5054666,山东省滨州市惠民县孙武街道办事处（鲁北大街10号）,0543-3350880,SD001,999
1901,齐河顺祺汽车贸易有限公司,,,0534-5509888,山东德州齐河经济开发区高速路东侧国道308北,0534-5609617,SD014,999
1788,东营齐胜汽车销售有限公司,118.430461,37.486488,0546-6368308,山东省东营市垦利县西郊现代服务区（东营市北二路31号）,0546-7755099,SD025,999
1654,菏泽润众汽车工业科技有限公司,115.56635,35.271973,0530-5151556,菏泽市黄河东路688号荷建工业园,0530-5151266,SD100,999
1813,郓城润迪汽车销售有限公司,115.918358,35.574153,0530-6585868,山东省菏泽市郓城县蒋庙灯塔南300米路西,0530-5151266,SD100,999
1566,济南乾城汽车贸易有限公司,117.115988,36.687621,0531-88808555,济南市高新区奥体西路北段路东大辛河西展厅,0531-88808555,SD001,999
1685,济南乾盛汽车销售有限公司,116.941343,36.662961,0531-66695828,济南市槐荫区经六路898号,0531-66695821,SD001,999
1902,济南盛世开元汽车销售有限公司,116.867886,36.651794,0531-58627766,山东省济南市槐荫区经十西路2100号东展厅,,SD001,999
1373,济宁交运聚丰汽车销售服务有限公司,116.601100828,35.397435231,0537-3162233,山东省济宁市火车站西路18-20号,0537-3158899,SD076,999
1725,邹城润泰汽车销售服务有限公司,116.981411,35.445186,0537-5518088,邹城鲁南汽车城院内济宁世纪展厅,0537-5518088,SD076,999
1359,聊城市同辉汽车销售有限公司,116.038074935,36.485453275,0635-8529918/0635-8529919,山东省聊城市光岳路北段路东汽车产业园内,0635-8529920,SD006,999
1363,临沂世鼎商贸有限公司,118.319543845,35.104913717,0539-7160699,山东省临沂市蒙山大道北段鲁南汽车城,0539-8020077,SD064,999
1404,临沂瑞鼎汽车销售服务有限公司,118.297428710,35.022575337,0539-5637369,临沂市罗庄区湖东路与沂河路交汇处西南角,0539-5635567,SD064,999
1831,沂水世通汽车销售服务有限公司,118.653077,35.81488,0539―2507977,山东省临沂市沂水县长安村长安北路东侧,0539-2507978,SD064,999
1383,青岛蓝天远景汽车销售服务有限公司,120.443495057,36.356580991,0532-88561112/86652289,山东省即墨市烟青路61号乙,0532-86659932,SD055,999
1389,青岛仕通达汽车销售服务有限公司,120.178618558,36.018023998,0532-86105777,山东省青岛市经济技术开发区江山中路118号,0532-84461888,SD055,999
1390,青岛明梓东昱汽车销售服务有限公司,119.976998010,35.886834669,0532-82176888,黄岛区铁橛山路与嘉富路交汇处,0532-86613756,SD059,999
1801,青岛市盛世路骐汽车销售有限公司,120.417412,36.090507,0532-80999399,山东省青岛市南区银川西路20号3栋1单元负一层01,0532-80998399,SD055,999
1814,青岛迪泰汽车销售服务有限公司,120.076134,36.299037,0532-87291567,山东省青岛市胶州市兰州东路399号,0532-87291586,SD055,999
1952,山东国恒汽车贸易有限公司,,,0633-3888887,山东省日照市南昌路以东,,SD061,999
1403,山东震德汽车销售有限公司,117.040189024,36.161079998,0538-8577776,泰安市泰山青春创业开发区（国际汽车城）,0538-8575989,SD087,999
1369,威海市正安汽车销售有限公司,122.167447091,37.397956569,0631-5984777/0631-5918777,威海市青岛南路凯美瑞旁,0631-5977811,SD051,999
1364,潍坊金茂盛汽车销售服务有限公司,119.188860513,36.764478139,0536-7360111,山东省潍坊市寒亭区通亭街6200号,0536-7362077,SD033,999
1382,诸城市亚飞汽车销售服务有限公司,119.391447961,35.995100536,0536-6354558,诸城市西外环路南段路东(东升物流城),0536-6353558,SD038,999
1393,潍坊圣世骏通汽车销售服务有限公司,119.135582395,36.660874196,0536-2226111/0536-2226222,潍坊市奎文区潍州路399号金宝汽车城院内,0536-2226223,SD033,999
1966,青州广润汽车销售有限公司,118.490454,36.738825,0536-3295222,山东省潍坊市青州市玲珑山北路2777号,,SD033,999
1357,烟台太古汽车销售有限公司,121.370417416,37.494168132,0535-6011111,烟台市芝罘区机场路198号,0535-6672345,SD042,999
1376,烟台交运集团轿车销售服务有限公司,121.342368961,37.565843223,0535-6877599,烟台市芝罘区幸福南路6号,0535-6652211,SD042,999
1379,枣庄奚仲汽车销售有限公司,117.441431015,34.830735270,0632-8260999,枣庄市薛城区张范镇光明大道路北,0632-8260007,SD074,999
1394,滕州市安驰商贸有限公司,117.143251006,35.114413241,0632-5831588,滕州市北辛西路滕州众旺汽车销售有限公司院内,0632-5856866,SD075,999
1362,山东新星集团有限公司,117.991179984,36.671117159,0533-2975222,山东省淄博市张店山泉路230号,0533-2983222,SD029,999
1889,淄博乾元新景汽车销售有限公司,118.078183,36.849367,0533-3819998,山东省淄博市高新区万杰路151号（金晶大道与万杰路交汇处西北角）,,SD029,999
1424,山西省长治市飞路汽车贸易有限公司,113.109407558,36.226748273,0355-6016295,长治市高新区太行北路156号（中天驾校西侧）,0355-6016325,SX022,999
1432,长治市四合贸易有限公司,113.134052061,36.190888163,0355-2111508,长治市城区潞阳门中路,0355-2030946,SX022,999
1436,山西智腾汽车营销服务有限公司,113.257803605,40.062634353,0352-3788111,大同市开发区恒安街比亚迪汽车,0352-6116168,SX006,999
1441,晋城市元唐汽车销售有限公司,112.846578898,35.482328564,0356-2082788,晋城市中原西街1428号,0356-2082799,SX034,999
1590,晋城市觉安汽车销售服务有限公司,112.886955,35.492742,0356-2192838,晋城市开发区兰花路173号,0356-2190203,SX034,999
1429,山西亚迪利汽车贸易有限公司,111.939917526,37.025653239,0354-5523888,山西晋中介休108国道（罗王庄村口）,0354-5523888,SX055,999
1803,晋中市新世开元汽车销售有限公司,112.681884,37.748751,0354-2461717,晋中开发区汇通路鸣李段路东,,SX055,999
1426,临汾大昌汽车服务有限公司,111.487389920,36.076106982,0357-2591555/2592555,尧庙汽车站南200米,0357-2591031,SX066,999
1437,临汾悦迪汽车销售服务有限公司,111.499153082,36.049103566,0357-3949999,临汾市尧庙南两公里，霍侯一级路西,0357-3987799,SX066,999
1435,孝义市正达汽车销售服务有限公司,111.81387,37.141263,0358-7832333,孝义市振兴街,0358-7830567,SX101,999
